brand,product,name,specific,hex,r,g,b,lightness,undertone,categories,source_dataset,source_file
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light,002,#FEE7DB,254,231,219,0.927451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
NUDESTIX,Tinted Cover Foundation,Nude,2,#E8C5B9,232,197,185,0.817647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.0,#DEA973,222,169,115,0.660784,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2,#FCCCA4,252,204,164,0.815686,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Catrice,True Skin Hydrating Foundation,Neutral Ivory,002,#EEBF97,238,191,151,0.762745,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fair Ivory,02,#FCCCAC,252,204,172,0.831373,cool,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Fast Base Stick Foundation,NA,F2,#E0C79F,224,199,159,0.75098,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fair Ivory,02,#FCCCAC,252,204,172,0.831373,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Performance Wear Powder Foundation,Ivory,2,#FDCFAE,253,207,174,0.837255,cool,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Almost Powder Makeup,Neutral Fair,02,#F4F3F1,244,243,241,0.95098,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Beyond Perfecting Powder Foundation + Concealer,Alabaster,02,#E3B58C,227,181,140,0.719608,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Vanilla,02,#EEB38F,238,179,143,0.747059,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Hydrate Foundation,NA,F2,#E9CAB3,233,202,179,0.807843,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F2,#F4D2AF,244,210,175,0.821569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Glow Foundation,NA,F2,#F1CDB4,241,205,180,0.82549,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Pacifica,Alight Clean Foundation,Neutral Deep,02ND,#834626,131,70,38,0.331373,neutral,,Cosmetic Foundation Shades,allNumbers.csv
jane iredale,Beyond Matte Liquid Foundation,NA,M2,#F1B990,241,185,144,0.754902,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Beyond Perfecting Foundation + Concealer,Breeze,CN 02,#FEEAD6,254,234,214,0.917647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,2.0,#E5BD9D,229,189,157,0.756863,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Ivory,2,#FDCFAE,253,207,174,0.837255,cool,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Breeze,CN 02,#F1C5A8,241,197,168,0.801961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Physicians Formula,The Healthy Foundation SPF 20,NA,DpW2,#704324,112,67,36,0.290196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Fair Ivory,02,#FDCB9F,253,203,159,0.807843,cool,,Cosmetic Foundation Shades,allNumbers.csv
LORAC,PRO Soft Focus Longwear Foundation,NA,02,#D6B093,214,176,147,0.707843,neutral,,Cosmetic Foundation Shades,allNumbers.csv
HOURGLASS,Veil Fluid Makeup,Light Beige,No. 2,#E2B08F,226,176,143,0.723529,warm,,Cosmetic Foundation Shades,allNumbers.csv
Catrice,HD Liquid Coverage Foundation,Porcelain Beige,002,#E6C39D,230,195,157,0.758824,cool,,Cosmetic Foundation Shades,allNumbers.csv
ILIA,Super Serum Skin Tint SPF 40 Foundation,Tulum,2,#F3D8C4,243,216,196,0.860784,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Vanilla,02,#DCBBAF,220,187,175,0.77451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Porcelain Neutral,02,#E3C6B8,227,198,184,0.805882,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Longwear Powder Foundation,Ivory,02,#FDD9C0,253,217,192,0.872549,cool,,Cosmetic Foundation Shades,allNumbers.csv
PAT McGRATH LABS,Sublime Perfection Foundation,Light,2,#F6DCCD,246,220,205,0.884314,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20,Ivory,02,#FDDDC4,253,221,196,0.880392,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15,Fair Ivory,02,#D09B83,208,155,131,0.664706,cool,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Birch,2,#E4C3B1,228,195,177,0.794118,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Laura Mercier,Smooth Finish Foundation Powder,NA,2,#F9D0B4,249,208,180,0.841176,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Kosas,Tinted Face Oil Foundation,Tone,02,#F3D8C0,243,216,192,0.852941,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Buff,2.0,#E3C7AC,227,199,172,0.782353,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Neo Nude Foundation,NA,2,#ECC5A8,236,197,168,0.792157,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,2,#D1AE92,209,174,146,0.696078,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Charlotte Tilbury,Light Wonder Foundation,Fair,2,#E0C5B2,224,197,178,0.788235,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,02C,#D0A289,208,162,137,0.676471,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25,Vanilla,02,#EFC3A0,239,195,160,0.782353,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Buff,2.0,#F3C29D,243,194,157,0.784314,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Charlotte Tilbury,Magic Foundation,NA,2,#DEC2B1,222,194,177,0.782353,neutral,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Silk Sephora Quality Way-Nice Price,2,#F5D6C7,245,214,199,0.870588,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Bobbi Brown,Skin Weightless Powder Foundation,Sand,2,#E7C3A1,231,195,161,0.768627,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Luminous Silk Compact Powder Foundation,NA,2,#E7C8B1,231,200,177,0.8,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,NA,2,#E4B98F,228,185,143,0.727451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
KEVYN AUCOIN,Foundation Balm,Light EF,02,#F6D2B0,246,210,176,0.827451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
NUDESTIX,Nudies Tinted Blur Stick,Light,2,#E1B19C,225,177,156,0.747059,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Koh Gen Do,Aqua Foundation,NA,2,#EBC7B1,235,199,177,0.807843,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2,#E7B48F,231,180,143,0.733333,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,NA,N02,#E8C1B6,232,193,182,0.811765,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,Light Glow,2,#C88C7B,200,140,123,0.633333,neutral,,Cosmetic Foundation Shades,allNumbers.csv
KEVYN AUCOIN,The Etherealist Foundation,Light EF,02,#D2B49D,210,180,157,0.719608,neutral,,Cosmetic Foundation Shades,allNumbers.csv
surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,2,#F2C3A1,242,195,161,0.790196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,02,#ECCEAD,236,206,173,0.801961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
KEVYN AUCOIN,Stripped Nude Skin Tint,ST,02,#F2D3B1,242,211,177,0.821569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,NA,2,#D8B28D,216,178,141,0.7,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.1,#DDA779,221,167,121,0.670588,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.1,#FCC69D,252,198,157,0.801961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,2.10,#E3C2A8,227,194,168,0.77451,cool,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.1,#DBC0AA,219,192,170,0.762745,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.12,#DCA879,220,168,121,0.668627,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.12,#F8C79B,248,199,155,0.790196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.12,#D9A27C,217,162,124,0.668627,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.15,#D59E75,213,158,117,0.647059,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.15,#F3C0A3,243,192,163,0.796078,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.15,#C89E90,200,158,144,0.67451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.16,#D39D6F,211,157,111,0.631373,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.16,#FCC599,252,197,153,0.794118,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.16,#E0A27E,224,162,126,0.686275,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.18,#CB9C72,203,156,114,0.621569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.18,#F6C298,246,194,152,0.780392,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.18,#D79B7D,215,155,125,0.666667,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.2,#D29E6F,210,158,111,0.629412,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.2,#F9C28D,249,194,141,0.764706,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral/Olive,2.20,#ECC49B,236,196,155,0.766667,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.2,#D4B59C,212,181,156,0.721569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.22,#D39F70,211,159,112,0.633333,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.22,#F4C28B,244,194,139,0.75098,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.22,#D7A07C,215,160,124,0.664706,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.25,#CC9669,204,150,105,0.605882,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.25,#C29483,194,148,131,0.637255,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.3,#D19C6A,209,156,106,0.617647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.3,#EEB17C,238,177,124,0.709804,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,2.30,#ECC49B,236,196,155,0.766667,warm,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.3,#D0AD94,208,173,148,0.698039,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.35,#CF9D6A,207,157,106,0.613725,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.35,#ECAC74,236,172,116,0.690196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.35,#D69F79,214,159,121,0.656863,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,2.4,#D29D6C,210,157,108,0.623529,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,2.4,#F0AB70,240,171,112,0.690196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral/Olive,2.40,#E2C099,226,192,153,0.743137,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.4,#D0A98F,208,169,143,0.688235,neutral,,Cosmetic Foundation Shades,allNumbers.csv
NUDESTIX,Tinted Cover Foundation,Nude,2.5,#E3BDAC,227,189,172,0.782353,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F2.5,#E9C39C,233,195,156,0.762745,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,2.5,#DCB89C,220,184,156,0.737255,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,2.50,#DCB290,220,178,144,0.713725,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Linen,2.5,#E2C9AA,226,201,170,0.776471,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Neo Nude Foundation,NA,2.5,#EFC6A6,239,198,166,0.794118,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Linen,2.5,#EFC4A3,239,196,163,0.788235,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Bobbi Brown,Skin Weightless Powder Foundation,Warm Sand,2.5,#FBC9A2,251,201,162,0.809804,warm,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Vellum,2.7,#E0C6AD,224,198,173,0.778431,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Vellum,2.7,#EFC29D,239,194,157,0.776471,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 3,#E8C3A0,232,195,160,0.768627,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Light Neutral Warm,Shade 3,#E9C7A4,233,199,164,0.778431,warm,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Light Neutral Warm,Shade 3,#DFC7A5,223,199,165,0.760784,warm,,Cosmetic Foundation Shades,allNumbers.csv
NUDESTIX,Tinted Cover Foundation,Nude,3,#DEB8A5,222,184,165,0.758824,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.0,#D5A06F,213,160,111,0.635294,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.0,#EAA573,234,165,115,0.684314,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fairly Light,03,#EDC6A5,237,198,165,0.788235,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Fast Base Stick Foundation,NA,F3,#DBBE9A,219,190,154,0.731373,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fairly Light,03,#EDC6A5,237,198,165,0.788235,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Almost Powder Makeup,Light,03,#F3F3F0,243,243,240,0.947059,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Buttercream,03,#FBC79B,251,199,155,0.796078,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Hydrate Foundation,NA,F3,#ECCBB7,236,203,183,0.821569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F3,#F5CEB0,245,206,176,0.82549,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Pacifica,Alight Clean Foundation,Warm Deep,03WD,#A55F2D,165,95,45,0.411765,warm,,Cosmetic Foundation Shades,allNumbers.csv
jane iredale,Beyond Matte Liquid Foundation,NA,M3,#ECA77A,236,167,122,0.701961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,3.0,#DAB698,218,182,152,0.72549,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Physicians Formula,The Healthy Foundation SPF 20,NA,DpN3,#704324,112,67,36,0.290196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Ofra Cosmetics,Absolute Cover Foundation,NA,3,#B5977F,181,151,127,0.603922,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Fairly Light,03,#FAD4A4,250,212,164,0.811765,neutral,,Cosmetic Foundation Shades,allNumbers.csv
LORAC,PRO Soft Focus Longwear Foundation,NA,03,#E8C3A6,232,195,166,0.780392,neutral,,Cosmetic Foundation Shades,allNumbers.csv
ColourPop,Pretty Fresh Foundation,Fair,03C,#EBDDD2,235,221,210,0.872549,cool,,Cosmetic Foundation Shades,allNumbers.csv
HOURGLASS,Veil Fluid Makeup,Sand,No. 3,#CC9762,204,151,98,0.592157,neutral,,Cosmetic Foundation Shades,allNumbers.csv
ILIA,Super Serum Skin Tint SPF 40 Foundation,Balos,3,#E9C8B0,233,200,176,0.801961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Buttercream,03,#E2C4B2,226,196,178,0.792157,neutral,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Pearl,03,#EAD5CF,234,213,207,0.864706,neutral,,Cosmetic Foundation Shades,allNumbers.csv
PAT McGRATH LABS,Sublime Perfection Foundation,Light,3,#F7E3CD,247,227,205,0.886275,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15,Fairly Light,03,#CDA989,205,169,137,0.670588,neutral,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Beechwood,3,#E7C3A8,231,195,168,0.782353,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Laura Mercier,Smooth Finish Foundation Powder,NA,3,#FCC7A1,252,199,161,0.809804,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Kosas,Tinted Face Oil Foundation,Tone,03,#E3BFA5,227,191,165,0.768627,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Neo Nude Foundation,NA,3,#EBC6A0,235,198,160,0.77451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,3,#D7AC94,215,172,148,0.711765,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Charlotte Tilbury,Light Wonder Foundation,Fair,3,#DFC0AC,223,192,172,0.77451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,3N,#F3E6DA,243,230,218,0.903922,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,03C,#C49A8F,196,154,143,0.664706,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25,Buttercream,03,#F1C79E,241,199,158,0.782353,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Charlotte Tilbury,Magic Foundation,NA,3,#D2AF96,210,175,150,0.705882,neutral,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Cashmere Sephora Quality Way-Nice Price,3,#EDC8B5,237,200,181,0.819608,neutral,,Cosmetic Foundation Shades,allNumbers.csv
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Warm Porcelain,03,#E3C8B3,227,200,179,0.796078,cool,,Cosmetic Foundation Shades,allNumbers.csv
